Edge Type,Node Type,name,single,release_date,genre,notable,written_date,notoriety_date
LyricistOf,Person,Maria Black,True,2013,Synthwave,True,2013,2013
ComposerOf,Person,Maria Black,True,2013,Synthwave,True,2013,2013
RecordedBy,Song,Bin Roulette,True,2020,Synthpop,True,2020,2020
DistributedBy,Song,Bin Roulette,True,2020,Synthpop,True,2020,2020
ComposerOf,Person,Li Ding,True,2020,Synthpop,True,2020,2020
PerformerOf,Person,Yan Yan,True,2020,Synthpop,True,2020,2020
ProducerOf,Person,Yan Yan,True,2020,Synthpop,True,2020,2020
PerformerOf,Person,Xiuying Gu,True,2020,Synthpop,True,2020,2020
ProducerOf,Person,Xiuying Gu,True,2020,Synthpop,True,2020,2020
PerformerOf,Person,Lei Yu,True,2020,Synthpop,True,2020,2020
LyricistOf,Person,Li Zou,True,2020,Synthpop,True,2020,2020
InStyleOf,Song,The Stinky Chore Shuffle,True,2010,Speed Metal,True,2004,2010
RecordedBy,Song,The Stinky Chore Shuffle,True,2010,Speed Metal,True,2004,2010
PerformerOf,Person,Marianna Polasik,True,2010,Speed Metal,True,2010,2010
LyricistOf,Person,Marianna Polasik,True,2010,Speed Metal,True,2010,2010
RecordedBy,Song,Garbage Warrior's Lament,True,2022,Dream Pop,True,2022,2022
DistributedBy,Song,Garbage Warrior's Lament,True,2022,Dream Pop,True,2022,2022
PerformerOf,Person,Lei Yuan,True,2022,Dream Pop,True,2022,2022
ProducerOf,Person,Tao Kong,True,2022,Dream Pop,True,2022,2022
PerformerOf,Person,Michelle Garrett,True,2022,Dream Pop,True,2022,2022
ComposerOf,Person,Sara Shannon,True,2022,Dream Pop,True,2022,2022
PerformerOf,Person,Sara Shannon,True,2022,Dream Pop,True,2022,2022
PerformerOf,Person,Gang Chen,True,2022,Dream Pop,True,2022,2022
PerformerOf,Person,Gang Han,True,2022,Dream Pop,True,2022,2022
PerformerOf,Person,Monica Hale,True,2022,Dream Pop,True,2022,2022
RecordedBy,Song,Climbing Uphill,True,2017,Desert Rock,True,2017,2017
DistributedBy,Song,Climbing Uphill,True,2017,Desert Rock,True,2017,2017
ComposerOf,Person,Robert Lopez,True,2017,Desert Rock,True,2017,2017
PerformerOf,Person,Robert Lopez,True,2017,Desert Rock,True,2017,2017
PerformerOf,Person,Tao Tang,True,2017,Desert Rock,True,2017,2017
PerformerOf,Person,Matthew Gibson,True,2017,Desert Rock,True,2017,2017
LyricistOf,Person,Tao Bai,True,2017,Desert Rock,True,2017,2017
PerformerOf,Person,Lei Cui,True,2017,Desert Rock,True,2017,2017
LyricalReferenceTo,Song,Rough Road Ahead,True,2017,Indie Folk,True,2017,2017
RecordedBy,Song,Rough Road Ahead,True,2017,Indie Folk,True,2017,2017
DistributedBy,Song,Rough Road Ahead,True,2017,Indie Folk,True,2017,2017
PerformerOf,Person,Rebecca Schultz,True,2017,Indie Folk,True,2017,2017
ComposerOf,Person,Yan Zhou,True,2017,Indie Folk,True,2017,2017
PerformerOf,Person,Yan Zhou,True,2017,Indie Folk,True,2017,2017
LyricistOf,Person,Juan Duan,True,2017,Indie Folk,True,2017,2017
ProducerOf,Person,Qiang Xu,True,2017,Indie Folk,True,2017,2017
RecordedBy,Song,Wearing Down,True,2008,Doom Metal,True,2008,2008
DistributedBy,Song,Wearing Down,True,2008,Doom Metal,True,2008,2008
PerformerOf,Person,Justin Powers,True,2008,Doom Metal,True,2008,2008
ComposerOf,Person,Janice Poole,True,2008,Doom Metal,True,2008,2008
PerformerOf,Person,Janice Poole,True,2008,Doom Metal,True,2008,2008
PerformerOf,Person,Christopher Miller,True,2008,Doom Metal,True,2008,2008
PerformerOf,Person,Sylvia Lawrence,True,2008,Doom Metal,True,2008,2008
InterpolatesFrom,Song,Battles Within,True,2031,Alternative Rock,True,2031,2031
InStyleOf,Song,Battles Within,True,2031,Alternative Rock,True,2031,2031
LyricalReferenceTo,Song,Battles Within,True,2031,Alternative Rock,True,2031,2031
CoverOf,Song,Battles Within,True,2031,Alternative Rock,True,2031,2031
RecordedBy,Song,Battles Within,True,2031,Alternative Rock,True,2031,2031
DistributedBy,Song,Battles Within,True,2031,Alternative Rock,True,2031,2031
PerformerOf,Person,Morgan Shelton,True,2031,Alternative Rock,True,2031,2031
PerformerOf,Person,Ryan Morales,True,2031,Alternative Rock,True,2031,2031
LyricistOf,Person,Kristina Boyer,True,2031,Alternative Rock,True,2031,2031
DirectlySamples,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
CoverOf,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
InStyleOf,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
InterpolatesFrom,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
CoverOf,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
CoverOf,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
InStyleOf,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
CoverOf,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
RecordedBy,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
DistributedBy,Song,Sunlight and Vows,True,2013,Southern Gothic Rock,True,2013,2013
DistributedBy,Album,Barefoot Bride,True,2023,Dream Pop,True,2023,2023
PerformerOf,Person,Jenny Rodriguez,True,2023,Dream Pop,True,2023,2023
PerformerOf,Person,Victor Spencer,True,2023,Dream Pop,True,2023,2023
LyricistOf,Person,David Johnson,True,2023,Dream Pop,True,2023,2023
PerformerOf,Person,David Johnson,True,2023,Dream Pop,True,2023,2023
ComposerOf,Person,Mary Powers,True,2023,Dream Pop,True,2023,2023
LyricalReferenceTo,Song,Seaside Promise,True,2017,Southern Gothic Rock,True,2017,2017
InStyleOf,Song,Seaside Promise,True,2017,Southern Gothic Rock,True,2017,2017
InStyleOf,Song,Seaside Promise,True,2017,Southern Gothic Rock,True,2017,2017
CoverOf,Song,Seaside Promise,True,2017,Southern Gothic Rock,True,2017,2017
LyricalReferenceTo,Song,Seaside Promise,True,2017,Southern Gothic Rock,True,2017,2017
InStyleOf,Song,Seaside Promise,True,2017,Southern Gothic Rock,True,2017,2017
DistributedBy,Song,Seaside Promise,True,2017,Southern Gothic Rock,True,2017,2017
PerformerOf,Person,Tadeusz Kieszek,True,2017,Southern Gothic Rock,True,2017,2017
RecordedBy,Song,Champagne and Sunshine,True,1983,Alternative Rock,True,1983,1983
DistributedBy,Song,Champagne and Sunshine,True,1983,Alternative Rock,True,1983,1983
InStyleOf,Song,Mineral Whispers,True,2025,Dream Pop,True,2025,2025
LyricalReferenceTo,Song,Mineral Whispers,True,2025,Dream Pop,True,2025,2025
InStyleOf,Song,Mineral Whispers,True,2025,Dream Pop,True,2025,2025
DirectlySamples,Song,Mineral Whispers,True,2025,Dream Pop,True,2025,2025
RecordedBy,Song,Mineral Whispers,True,2025,Dream Pop,True,2025,2025
DistributedBy,Song,Mineral Whispers,True,2025,Dream Pop,True,2025,2025
PerformerOf,Person,Alicia Rice,True,2025,Dream Pop,True,2025,2025
ProducerOf,Person,Alicia Rice,True,2025,Dream Pop,True,2025,2025
ComposerOf,Person,Juan Jia,True,2025,Dream Pop,True,2025,2025
ProducerOf,Person,Fang Qin,True,2025,Dream Pop,True,2025,2025
LyricistOf,Person,Yan Qiu,True,2025,Dream Pop,True,2025,2025
PerformerOf,Person,Katherine Smith,True,2025,Dream Pop,True,2025,2025
PerformerOf,Person,Ming Cao,True,2025,Dream Pop,True,2025,2025
LyricalReferenceTo,Song,Earthen Resonance,True,2015,Dream Pop,True,2015,2015
LyricalReferenceTo,Song,Earthen Resonance,True,2015,Dream Pop,True,2015,2015
RecordedBy,Song,Earthen Resonance,True,2015,Dream Pop,True,2015,2015
DistributedBy,Song,Earthen Resonance,True,2015,Dream Pop,True,2015,2015
PerformerOf,Person,Allison Johnson,True,2015,Dream Pop,True,2015,2015
PerformerOf,Person,Amber Franklin,True,2015,Dream Pop,True,2015,2015
PerformerOf,Person,Fang Shao,True,2015,Dream Pop,True,2015,2015
ProducerOf,Person,Fang Shao,True,2015,Dream Pop,True,2015,2015
PerformerOf,Person,Ming Cui,True,2015,Dream Pop,True,2015,2015
PerformerOf,Person,Leslie Wagner,True,2015,Dream Pop,True,2015,2015
LyricistOf,Person,Ming Peng,True,2015,Dream Pop,True,2015,2015
PerformerOf,Person,Ming Peng,True,2015,Dream Pop,True,2015,2015
LyricalReferenceTo,Album,Geologic Pulse,True,2026,Oceanus Folk,True,2026,2026
RecordedBy,Album,Geologic Pulse,True,2026,Oceanus Folk,True,2026,2026
DistributedBy,Album,Geologic Pulse,True,2026,Oceanus Folk,True,2026,2026
PerformerOf,Person,Li Long,True,2026,Oceanus Folk,True,2026,2026
PerformerOf,Person,Xiulan Xu,True,2026,Oceanus Folk,True,2026,2026
PerformerOf,Person,Gang Fu,True,2026,Oceanus Folk,True,2026,2026
RecordedBy,Song,Crystalline Memory,True,2021,Dream Pop,True,2021,2021
DistributedBy,Song,Crystalline Memory,True,2021,Dream Pop,True,2021,2021
PerformerOf,Person,Juan Shao,True,2021,Dream Pop,True,2021,2021
PerformerOf,Person,Juan Shao,True,2021,Dream Pop,True,2021,2021
LyricalReferenceTo,Album,Silent Echoes of Empty Rooms,True,2017,Dream Pop,True,2017,2017
RecordedBy,Album,Silent Echoes of Empty Rooms,True,2017,Dream Pop,True,2017,2017
DistributedBy,Album,Silent Echoes of Empty Rooms,True,2017,Dream Pop,True,2017,2017
PerformerOf,Person,Anthony Smith,True,2017,Dream Pop,True,2017,2017
LyricistOf,Person,Xiuying Yu,True,2017,Dream Pop,True,2017,2017
PerformerOf,Person,Xiuying Yu,True,2017,Dream Pop,True,2017,2017
ProducerOf,Person,Xiuying Yu,True,2017,Dream Pop,True,2017,2017
ProducerOf,Person,Lauren Schmitt,True,2017,Dream Pop,True,2017,2017
ComposerOf,Person,Na Du,True,2017,Dream Pop,True,2017,2017
PerformerOf,Person,Na Du,True,2017,Dream Pop,True,2017,2017
PerformerOf,Person,Yang Wang,True,2017,Dream Pop,True,2017,2017
ProducerOf,Person,Li Ye,True,2017,Dream Pop,True,2017,2017
LyricistOf,Person,Li Ye,True,2017,Dream Pop,True,2017,2017
LyricistOf,Person,Li Ye,True,2017,Dream Pop,True,2017,2017
PerformerOf,Person,Li Ye,True,2017,Dream Pop,True,2017,2017
PerformerOf,Person,Li Ye,True,2017,Dream Pop,True,2017,2017
ProducerOf,Person,Li Ye,True,2017,Dream Pop,True,2017,2017
InterpolatesFrom,Album,Invisible Crowds,True,2026,Indie Folk,True,2026,2026
CoverOf,Album,Invisible Crowds,True,2026,Indie Folk,True,2026,2026
RecordedBy,Album,Invisible Crowds,True,2026,Indie Folk,True,2026,2026
DistributedBy,Album,Invisible Crowds,True,2026,Indie Folk,True,2026,2026
LyricistOf,Person,Harri Oderwald,True,2026,Indie Folk,True,2026,2026
PerformerOf,Person,Harri Oderwald,True,2026,Indie Folk,True,2026,2026
PerformerOf,Person,Cynthia Monroe,True,2026,Indie Folk,True,2026,2026
PerformerOf,Person,Cynthia Monroe,True,2026,Indie Folk,True,2026,2026
PerformerOf,Person,Kick van Geffen,True,2026,Indie Folk,True,2026,2026
PerformerOf,Person,Roy Dominguez,True,2026,Indie Folk,True,2026,2026
ProducerOf,Person,Roy Dominguez,True,2026,Indie Folk,True,2026,2026
DistributedBy,Song,Disconnected Hearts,False,1997,Avant-Garde Folk,True,1997,1997
PerformerOf,Person,Pamela Graham,False,1997,Avant-Garde Folk,True,1997,1997
LyricistOf,Person,Pamela Graham,False,1997,Avant-Garde Folk,True,1997,1997
ComposerOf,Person,Pamela Graham,False,1997,Avant-Garde Folk,True,1997,1997
RecordedBy,Song,Solitude's Whisper,True,2000,Blues Rock,True,2000,2000
DistributedBy,Song,Solitude's Whisper,True,2000,Blues Rock,True,2000,2000
MemberOf,Person,Gundi Barkholz,True,2000,Blues Rock,True,2000,2000
ProducerOf,Person,Gundi Barkholz,True,2000,Blues Rock,True,2000,2000
PerformerOf,Person,Gundi Barkholz,True,2000,Blues Rock,True,2000,2000
ProducerOf,Person,Gundi Barkholz,True,2000,Blues Rock,True,2000,2000
PerformerOf,Person,Gundi Barkholz,True,2000,Blues Rock,True,2000,2000
LyricistOf,Person,Yesenia Tyler,True,2000,Blues Rock,True,2000,2000
PerformerOf,Person,Yesenia Tyler,True,2000,Blues Rock,True,2000,2000
RecordedBy,Song,Whiskey's Silent Witness,True,1996,Alternative Rock,True,1996,1996
DistributedBy,Song,Whiskey's Silent Witness,True,1996,Alternative Rock,True,1996,1996
InStyleOf,Album,Barstool Confessions,True,2020,Indie Folk,True,2020,2020
RecordedBy,Album,Barstool Confessions,True,2020,Indie Folk,True,2020,2020
DistributedBy,Album,Barstool Confessions,True,2020,Indie Folk,True,2020,2020
PerformerOf,Person,Roger Morgan,True,2020,Indie Folk,True,2020,2020
PerformerOf,Person,Guiying Ma,True,2020,Indie Folk,True,2020,2020
PerformerOf,Person,Ming Yuan,True,2020,Indie Folk,True,2020,2020
PerformerOf,Person,Jing Yi,True,2020,Indie Folk,True,2020,2020
LyricistOf,Person,Jing Yi,True,2020,Indie Folk,True,2020,2020
PerformerOf,Person,Jing Yi,True,2020,Indie Folk,True,2020,2020
PerformerOf,Person,Fang Xia,True,2020,Indie Folk,True,2020,2020
ComposerOf,Person,Xia Qin,True,2020,Indie Folk,True,2020,2020
RecordedBy,Album,"Neon Nights, Lonely Fights",True,1997,Southern Gothic Rock,True,1997,1997
DistributedBy,Album,"Neon Nights, Lonely Fights",True,1997,Southern Gothic Rock,True,1997,1997
LyricistOf,Person,Craig Aguilar,True,1997,Southern Gothic Rock,True,1997,1997
PerformerOf,Person,Jon Peters,True,1997,Southern Gothic Rock,True,1997,1997
DistributedBy,Song,Last Call for Heartache,True,2013,Indie Rock,True,2013,2013
PerformerOf,Person,Ian Foster,True,2013,Indie Rock,True,2013,2013
ProducerOf,Person,Ian Foster,True,2013,Indie Rock,True,2013,2013
PerformerOf,Person,Ian Foster,True,2013,Indie Rock,True,2013,2013
RecordedBy,Song,Bleeding for Your Redemption,True,2020,Indie Folk,False,2020,2020
DistributedBy,Song,Bleeding for Your Redemption,True,2020,Indie Folk,False,2020,2020
PerformerOf,Person,Emmanuelle Leleu,True,2020,Indie Folk,False,2020,2020
ComposerOf,Person,Astrid Gomes,True,2020,Indie Folk,False,2020,2020
PerformerOf,Person,Astrid Gomes,True,2020,Indie Folk,False,2020,2020
PerformerOf,Person,Astrid Gomes,True,2020,Indie Folk,False,2020,2020
ProducerOf,Person,Astrid Gomes,True,2020,Indie Folk,False,2020,2020
ComposerOf,Person,Astrid Gomes,True,2020,Indie Folk,False,2020,2020
PerformerOf,Person,Gilles Peltier-Rocher,True,2020,Indie Folk,False,2020,2020
RecordedBy,Song,The Price of Belonging,True,2012,Southern Gothic Rock,True,2012,2012
ComposerOf,Person,Christina Villa,True,2012,Southern Gothic Rock,True,2012,2012
PerformerOf,Person,Joseph Jackson,True,2012,Southern Gothic Rock,True,2012,2012
ProducerOf,Person,Joseph Jackson,True,2012,Southern Gothic Rock,True,2012,2012
ComposerOf,Person,Joseph Jackson,True,2012,Southern Gothic Rock,True,2012,2012
PerformerOf,Person,Joseph Jackson,True,2012,Southern Gothic Rock,True,2012,2012
InStyleOf,Album,Immolation of the Heart,True,2021,Jazz Surf Rock,True,2018,2021
InStyleOf,Album,Immolation of the Heart,True,2021,Jazz Surf Rock,True,2018,2021
CoverOf,Album,Immolation of the Heart,True,2021,Jazz Surf Rock,True,2018,2021
InStyleOf,Album,Immolation of the Heart,True,2021,Jazz Surf Rock,True,2018,2021
RecordedBy,Album,Immolation of the Heart,True,2021,Jazz Surf Rock,True,2018,2021
PerformerOf,Person,Yan Chang,True,2021,Jazz Surf Rock,True,2021,2021
LyricistOf,Person,Joshua Chase,True,2021,Jazz Surf Rock,True,2021,2021
PerformerOf,Person,Joshua Chase,True,2021,Jazz Surf Rock,True,2021,2021
ComposerOf,Person,Joshua Chase,True,2021,Jazz Surf Rock,True,2021,2021
CoverOf,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
InStyleOf,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
LyricalReferenceTo,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
LyricalReferenceTo,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
LyricalReferenceTo,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
CoverOf,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
InStyleOf,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
DirectlySamples,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
RecordedBy,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
DistributedBy,Song,Corações em Chamas (Hearts on Fire),True,2023,Southern Gothic Rock,True,2023,2023
InStyleOf,Song,Amor Sem Limites (Love Without Limits),False,2023,Southern Gothic Rock,True,2023,2023
InterpolatesFrom,Song,Amor Sem Limites (Love Without Limits),False,2023,Southern Gothic Rock,True,2023,2023
LyricalReferenceTo,Song,Amor Sem Limites (Love Without Limits),False,2023,Southern Gothic Rock,True,2023,2023
InterpolatesFrom,Song,Amor Sem Limites (Love Without Limits),False,2023,Southern Gothic Rock,True,2023,2023
LyricalReferenceTo,Song,Amor Sem Limites (Love Without Limits),False,2023,Southern Gothic Rock,True,2023,2023
LyricalReferenceTo,Song,Amor Sem Limites (Love Without Limits),False,2023,Southern Gothic Rock,True,2023,2023
RecordedBy,Song,Amor Sem Limites (Love Without Limits),False,2023,Southern Gothic Rock,True,2023,2023
DistributedBy,Song,Amor Sem Limites (Love Without Limits),False,2023,Southern Gothic Rock,True,2023,2023
CoverOf,Song,Rendição Sentimental (Sentimental Surrender),False,2029,Dream Pop,True,2029,2029
RecordedBy,Song,Rendição Sentimental (Sentimental Surrender),False,2029,Dream Pop,True,2029,2029
DistributedBy,Song,Rendição Sentimental (Sentimental Surrender),False,2029,Dream Pop,True,2029,2029
ComposerOf,Person,Chao Kong,False,2029,Dream Pop,True,2029,2029
PerformerOf,Person,Chao Kong,False,2029,Dream Pop,True,2029,2029
PerformerOf,Person,Adrien Gaudin,False,2029,Dream Pop,True,2029,2029
PerformerOf,Person,David Knox,False,2029,Dream Pop,True,2029,2029
PerformerOf,Person,Adrienne Godard,False,2029,Dream Pop,True,2029,2029
PerformerOf,Person,Allison Marshall,False,2029,Dream Pop,True,2029,2029
InStyleOf,Song,Paixão Descontrolada (Uncontrolled Passion),True,2003,Indie Folk,True,2003,2003
RecordedBy,Song,Paixão Descontrolada (Uncontrolled Passion),True,2003,Indie Folk,True,2003,2003
DistributedBy,Song,Paixão Descontrolada (Uncontrolled Passion),True,2003,Indie Folk,True,2003,2003
InStyleOf,Song,Baroque Whispers of the Sacred,True,2028,Synthwave,True,2028,2028
InterpolatesFrom,Song,Baroque Whispers of the Sacred,True,2028,Synthwave,True,2028,2028
RecordedBy,Song,Baroque Whispers of the Sacred,True,2028,Synthwave,True,2028,2028
DistributedBy,Song,Baroque Whispers of the Sacred,True,2028,Synthwave,True,2028,2028
PerformerOf,Person,Joseph Roman,True,2028,Synthwave,True,2028,2028
ProducerOf,Person,Joseph Roman,True,2028,Synthwave,True,2028,2028
PerformerOf,Person,Jennifer Hart,True,2028,Synthwave,True,2028,2028
LyricistOf,Person,Erik Huang Jr.,True,2028,Synthwave,True,2028,2028
PerformerOf,Person,Erik Huang Jr.,True,2028,Synthwave,True,2028,2028
InStyleOf,Song,Celestial Echoes from Versailles,True,2023,Space Rock,True,2023,2023
DistributedBy,Song,Celestial Echoes from Versailles,True,2023,Space Rock,True,2023,2023
PerformerOf,Person,Xiulan Liao,True,2023,Space Rock,True,2023,2023
RecordedBy,Song,Polyphonic Prayers of the Harpsichord,True,2007,Synthwave,True,2007,2007
DistributedBy,Song,Polyphonic Prayers of the Harpsichord,True,2007,Synthwave,True,2007,2007
PerformerOf,Person,Michelle Eaton,True,2007,Synthwave,True,2007,2007
PerformerOf,Person,Jessica Lucas,True,2007,Synthwave,True,2007,2007
PerformerOf,Person,Christopher Owens,True,2007,Synthwave,True,2007,2007
ProducerOf,Person,Christopher Owens,True,2007,Synthwave,True,2007,2007
PerformerOf,Person,Jill Reynolds,True,2007,Synthwave,True,2007,2007
InStyleOf,Song,Choral Canticles in Candlelight,True,2023,Indie Folk,True,2023,2023
RecordedBy,Song,Choral Canticles in Candlelight,True,2023,Indie Folk,True,2023,2023
DistributedBy,Song,Choral Canticles in Candlelight,True,2023,Indie Folk,True,2023,2023
PerformerOf,Person,Taichi Watanabe,True,2023,Indie Folk,True,2023,2023
LyricistOf,Person,Taichi Watanabe,True,2023,Indie Folk,True,2023,2023
ComposerOf,Person,Taichi Watanabe,True,2023,Indie Folk,True,2023,2023
PerformerOf,Person,Taichi Watanabe,True,2023,Indie Folk,True,2023,2023
LyricalReferenceTo,Song,Saltwater Serenade,True,2027,Jazz Surf Rock,True,2027,2027
InStyleOf,Song,Saltwater Serenade,True,2027,Jazz Surf Rock,True,2027,2027
InStyleOf,Song,Saltwater Serenade,True,2027,Jazz Surf Rock,True,2027,2027
DistributedBy,Song,Saltwater Serenade,True,2027,Jazz Surf Rock,True,2027,2027
PerformerOf,Person,Jing Qian,True,2027,Jazz Surf Rock,True,2027,2027
ComposerOf,Person,Jing Wen,True,2027,Jazz Surf Rock,True,2027,2027
LyricistOf,Person,Ping Mo,True,2027,Jazz Surf Rock,True,2027,2027
ProducerOf,Person,Xiulan Gong,True,2027,Jazz Surf Rock,True,2027,2027
CoverOf,Song,Horizon's Embrace,True,2021,Post-Apocalyptic Folk,True,2021,2021
RecordedBy,Song,Horizon's Embrace,True,2021,Post-Apocalyptic Folk,True,2021,2021
DistributedBy,Song,Horizon's Embrace,True,2021,Post-Apocalyptic Folk,True,2021,2021
PerformerOf,Person,Yan Wu,True,2021,Post-Apocalyptic Folk,True,2021,2021
ProducerOf,Person,Yan Wu,True,2021,Post-Apocalyptic Folk,True,2021,2021
PerformerOf,Person,Janet Hunter,True,2021,Post-Apocalyptic Folk,True,2021,2021
ComposerOf,Person,Lei Yi,True,2021,Post-Apocalyptic Folk,True,2021,2021
PerformerOf,Person,Lei Yi,True,2021,Post-Apocalyptic Folk,True,2021,2021
RecordedBy,Song,Sunset Whispers,True,2019,Indie Rock,True,2019,2019
DistributedBy,Song,Sunset Whispers,True,2019,Indie Rock,True,2019,2019
PerformerOf,Person,Claudia Lee,True,2019,Indie Rock,True,2019,2019
LyricistOf,Person,Claudia Lee,True,2019,Indie Rock,True,2019,2019
ComposerOf,Person,Claudia Lee,True,2019,Indie Rock,True,2019,2019
ComposerOf,Person,Claudia Lee,True,2019,Indie Rock,True,2019,2019
PerformerOf,Person,Claudia Lee,True,2019,Indie Rock,True,2019,2019
ProducerOf,Person,Veronica Bell,True,2019,Indie Rock,True,2019,2019
RecordedBy,Song,Coastal Convergence,False,2004,Indie Folk,True,2004,2004
DistributedBy,Song,Coastal Convergence,False,2004,Indie Folk,True,2004,2004
PerformerOf,Person,José Berger,False,2004,Indie Folk,True,2004,2004
LyricistOf,Person,José Berger,False,2004,Indie Folk,True,2004,2004
PerformerOf,Person,José Berger,False,2004,Indie Folk,True,2004,2004
ProducerOf,Person,José Berger,False,2004,Indie Folk,True,2004,2004
PerformerOf,Person,Justus Hornig,False,2004,Indie Folk,True,2004,2004
PerformerOf,Person,Henny Caspar,False,2004,Indie Folk,True,2004,2004
InStyleOf,Album,Divine Surrender,False,2028,Alternative Rock,True,2028,2028
CoverOf,Album,Divine Surrender,False,2028,Alternative Rock,True,2028,2028
RecordedBy,Album,Divine Surrender,False,2028,Alternative Rock,True,2028,2028
DistributedBy,Album,Divine Surrender,False,2028,Alternative Rock,True,2028,2028
ComposerOf,Person,Lei Jiang,False,2028,Alternative Rock,True,2028,2028
PerformerOf,Person,Lei Jiang,False,2028,Alternative Rock,True,2028,2028
PerformerOf,Person,Sarah Caldwell,False,2028,Alternative Rock,True,2028,2028
LyricistOf,Person,Stephanie Gray,False,2028,Alternative Rock,True,2028,2028
PerformerOf,Person,Stephanie Gray,False,2028,Alternative Rock,True,2028,2028
CoverOf,Album,The Eternal Covenant,False,2026,Desert Rock,True,2026,2026
DirectlySamples,Album,The Eternal Covenant,False,2026,Desert Rock,True,2026,2026
RecordedBy,Album,The Eternal Covenant,False,2026,Desert Rock,True,2026,2026
DistributedBy,Album,The Eternal Covenant,False,2026,Desert Rock,True,2026,2026
LyricistOf,Person,Xiuying Dai,False,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Qiang Mao,False,2026,Desert Rock,True,2026,2026
ProducerOf,Person,Qiang Mao,False,2026,Desert Rock,True,2026,2026
ComposerOf,Person,Horst-Dieter Schleich,False,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Horst-Dieter Schleich,False,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Horst-Dieter Schleich,False,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Na Jia,False,2026,Desert Rock,True,2026,2026
ProducerOf,Person,Na Jia,False,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Na Jia,False,2026,Desert Rock,True,2026,2026
ProducerOf,Person,Na Jia,False,2026,Desert Rock,True,2026,2026
PerformerOf,Person,Wei Jia,False,2026,Desert Rock,True,2026,2026
LyricalReferenceTo,Song,Christ's Eternal Promise,True,2023,Synthwave,True,2023,2023
RecordedBy,Song,Christ's Eternal Promise,True,2023,Synthwave,True,2023,2023
PerformerOf,Person,Jing Zou,True,2023,Synthwave,True,2023,2023
PerformerOf,Person,Chao Guo,True,2023,Synthwave,True,2023,2023
ProducerOf,Person,Chao Guo,True,2023,Synthwave,True,2023,2023
PerformerOf,Person,Xiulan Han,True,2023,Synthwave,True,2023,2023
LyricalReferenceTo,Song,Mercy Beyond Measure,True,2030,Southern Gothic Rock,True,2030,2030
InterpolatesFrom,Song,Mercy Beyond Measure,True,2030,Southern Gothic Rock,True,2030,2030
InterpolatesFrom,Song,Mercy Beyond Measure,True,2030,Southern Gothic Rock,True,2030,2030
CoverOf,Song,Mercy Beyond Measure,True,2030,Southern Gothic Rock,True,2030,2030
DirectlySamples,Song,Mercy Beyond Measure,True,2030,Southern Gothic Rock,True,2030,2030
LyricalReferenceTo,Song,Mercy Beyond Measure,True,2030,Southern Gothic Rock,True,2030,2030
LyricalReferenceTo,Song,Mercy Beyond Measure,True,2030,Southern Gothic Rock,True,2030,2030
RecordedBy,Song,Mercy Beyond Measure,True,2030,Southern Gothic Rock,True,2030,2030
RecordedBy,Song,Negadores Constantes,True,1992,Blues Rock,True,1992,1992
DistributedBy,Song,Negadores Constantes,True,1992,Blues Rock,True,1992,1992
PerformerOf,Person,Yui Fukuda,True,1992,Blues Rock,True,1992,1992
LyricistOf,Person,Yui Fukuda,True,1992,Blues Rock,True,1992,1992
ComposerOf,Person,Yui Fukuda,True,1992,Blues Rock,True,1992,1992
PerformerOf,Person,Yui Fukuda,True,1992,Blues Rock,True,1992,1992
PerformerOf,Person,Yui Fukuda,True,1992,Blues Rock,True,1992,1992
ComposerOf,Person,Sayuri Kondo,True,1992,Blues Rock,True,1992,1992
PerformerOf,Person,Maaya Ishikawa,True,1992,Blues Rock,True,1992,1992
LyricalReferenceTo,Song,Muros de Resistencia,True,2020,Indie Folk,True,2017,2020
